month,product_id,demand_units
2024-05,SKU-104,253
2024-05,SKU-105,147
2024-05,SKU-106,225
2024-05,SKU-107,384
2024-05,SKU-108,52
2024-05,SKU-109,358
2024-05,SKU-110,106
2024-05,SKU-111,91
2024-05,SKU-112,262
2024-05,SKU-113,48
2024-05,SKU-114,143
2024-05,SKU-115,98
2024-05,SKU-116,78
2024-05,SKU-117,62
2024-05,SKU-118,978
2024-05,SKU-119,354
2024-05,SKU-120,25
2024-05,SKU-121,174
2024-05,SKU-122,346
2024-05,SKU-123,215
2024-05,SKU-124,185
2024-05,SKU-125,197
2024-05,SKU-126,74
2024-05,SKU-127,221
2024-05,SKU-128,69
2024-06,SKU-001,274
2024-06,SKU-002,79
2024-06,SKU-003,178
2024-06,SKU-004,387
2024-06,SKU-005,50
2024-06,SKU-006,107
2024-06,SKU-007,218
2024-06,SKU-008,137
2024-06,SKU-009,315
2024-06,SKU-010,124
2024-06,SKU-011,228
2024-06,SKU-012,98
2024-06,SKU-013,651
2024-06,SKU-014,64
2024-06,SKU-015,132
2024-06,SKU-016,157
2024-06,SKU-017,304
2024-06,SKU-018,54
2024-06,SKU-019,475
2024-06,SKU-020,46
2024-06,SKU-021,361
2024-06,SKU-022,107
2024-06,SKU-023,78
2024-06,SKU-024,20
2024-06,SKU-025,305
2024-06,SKU-026,243
2024-06,SKU-027,175
2024-06,SKU-028,190
2024-06,SKU-029,36
2024-06,SKU-030,395
2024-06,SKU-031,102
2024-06,SKU-032,210
2024-06,SKU-033,202
2024-06,SKU-034,211
2024-06,SKU-035,68
2024-06,SKU-036,96
2024-06,SKU-037,206
2024-06,SKU-038,121
2024-06,SKU-039,407
2024-06,SKU-040,271
2024-06,SKU-041,765
2024-06,SKU-042,35
2024-06,SKU-043,289
2024-06,SKU-044,152
2024-06,SKU-045,125
2024-06,SKU-046,121
2024-06,SKU-047,104
2024-06,SKU-048,147
2024-06,SKU-049,165
2024-06,SKU-050,39
2024-06,SKU-051,117
2024-06,SKU-052,163
2024-06,SKU-053,119
2024-06,SKU-054,163
2024-06,SKU-055,237
2024-06,SKU-056,58
2024-06,SKU-057,243
2024-06,SKU-058,338
2024-06,SKU-059,53
2024-06,SKU-060,43
2024-06,SKU-061,149
2024-06,SKU-062,331
2024-06,SKU-063,248
2024-06,SKU-064,214
2024-06,SKU-065,53
2024-06,SKU-066,91
2024-06,SKU-067,198
2024-06,SKU-068,265
2024-06,SKU-069,91
2024-06,SKU-070,196
2024-06,SKU-071,44
2024-06,SKU-072,141
2024-06,SKU-073,116
2024-06,SKU-074,56
2024-06,SKU-075,62
2024-06,SKU-076,176
2024-06,SKU-077,284
2024-06,SKU-078,506
2024-06,SKU-079,29
2024-06,SKU-080,59
2024-06,SKU-081,31
2024-06,SKU-082,197
2024-06,SKU-083,96
2024-06,SKU-084,96
2024-06,SKU-085,272
2024-06,SKU-086,74
2024-06,SKU-087,410
2024-06,SKU-088,124
2024-06,SKU-089,97
2024-06,SKU-090,282
2024-06,SKU-091,87
2024-06,SKU-092,67
2024-06,SKU-093,256
2024-06,SKU-094,163
2024-06,SKU-095,155
2024-06,SKU-096,98
2024-06,SKU-097,57
2024-06,SKU-098,155
2024-06,SKU-099,80
2024-06,SKU-100,157
2024-06,SKU-101,247
2024-06,SKU-102,40
2024-06,SKU-103,163
2024-06,SKU-104,234
2024-06,SKU-105,151
2024-06,SKU-106,234
2024-06,SKU-107,469
2024-06,SKU-108,54
2024-06,SKU-109,360
2024-06,SKU-110,92
2024-06,SKU-111,124
2024-06,SKU-112,276
2024-06,SKU-113,35
2024-06,SKU-114,122
2024-06,SKU-115,117
2024-06,SKU-116,64
2024-06,SKU-117,73
2024-06,SKU-118,942
2024-06,SKU-119,369
2024-06,SKU-120,31
2024-06,SKU-121,175
2024-06,SKU-122,298
2024-06,SKU-123,192
2024-06,SKU-124,184
2024-06,SKU-125,175
2024-06,SKU-126,46
2024-06,SKU-127,194
2024-06,SKU-128,72
2024-07,SKU-001,231
2024-07,SKU-002,57
2024-07,SKU-003,144
2024-07,SKU-004,394
2024-07,SKU-005,39
2024-07,SKU-006,85
2024-07,SKU-007,149
2024-07,SKU-008,74
2024-07,SKU-009,283
2024-07,SKU-010,138
2024-07,SKU-011,203
2024-07,SKU-012,75
2024-07,SKU-013,633
2024-07,SKU-014,51
2024-07,SKU-015,138
2024-07,SKU-016,153
2024-07,SKU-017,345
2024-07,SKU-018,55
2024-07,SKU-019,508
2024-07,SKU-020,38
2024-07,SKU-021,369
2024-07,SKU-022,118
2024-07,SKU-023,90
2024-07,SKU-024,12
2024-07,SKU-025,321
2024-07,SKU-026,254
2024-07,SKU-027,159
2024-07,SKU-028,166
2024-07,SKU-029,44
2024-07,SKU-030,485
2024-07,SKU-031,110
2024-07,SKU-032,173
2024-07,SKU-033,231
2024-07,SKU-034,275
2024-07,SKU-035,92
2024-07,SKU-036,92
2024-07,SKU-037,261
2024-07,SKU-038,147
2024-07,SKU-039,419
2024-07,SKU-040,333
2024-07,SKU-041,782
2024-07,SKU-042,39
2024-07,SKU-043,305
2024-07,SKU-044,162
2024-07,SKU-045,134
2024-07,SKU-046,133
2024-07,SKU-047,98
2024-07,SKU-048,134
2024-07,SKU-049,156
2024-07,SKU-050,43
2024-07,SKU-051,99
2024-07,SKU-052,146
2024-07,SKU-053,116
2024-07,SKU-054,127
2024-07,SKU-055,241
2024-07,SKU-056,49
2024-07,SKU-057,201
2024-07,SKU-058,293
2024-07,SKU-059,43
2024-07,SKU-060,25
2024-07,SKU-061,115
2024-07,SKU-062,241
2024-07,SKU-063,184
2024-07,SKU-064,205
2024-07,SKU-065,31
2024-07,SKU-066,52
2024-07,SKU-067,173
2024-07,SKU-068,301
2024-07,SKU-069,79
2024-07,SKU-070,186
2024-07,SKU-071,34
2024-07,SKU-072,190
2024-07,SKU-073,95
2024-07,SKU-074,79
2024-07,SKU-075,72
2024-07,SKU-076,158
2024-07,SKU-077,289
2024-07,SKU-078,460
2024-07,SKU-079,21
2024-07,SKU-080,91
2024-07,SKU-081,36
2024-07,SKU-082,218
2024-07,SKU-083,90
2024-07,SKU-084,101
2024-07,SKU-085,267
2024-07,SKU-086,107
2024-07,SKU-087,475
2024-07,SKU-088,127
2024-07,SKU-089,109
2024-07,SKU-090,293
2024-07,SKU-091,92
2024-07,SKU-092,79
2024-07,SKU-093,290
2024-07,SKU-094,196
2024-07,SKU-095,189
2024-07,SKU-096,119
2024-07,SKU-097,79
2024-07,SKU-098,135
2024-07,SKU-099,92
2024-07,SKU-100,160
2024-07,SKU-101,282
2024-07,SKU-102,31
2024-07,SKU-103,146
2024-07,SKU-104,284
2024-07,SKU-105,148
2024-07,SKU-106,298
2024-07,SKU-107,471
2024-07,SKU-108,64
2024-07,SKU-109,394
2024-07,SKU-110,106
2024-07,SKU-111,95
2024-07,SKU-112,332
2024-07,SKU-113,31
2024-07,SKU-114,129
2024-07,SKU-115,110
2024-07,SKU-116,62
2024-07,SKU-117,48
2024-07,SKU-118,851
2024-07,SKU-119,328
2024-07,SKU-120,22
2024-07,SKU-121,153
2024-07,SKU-122,289
2024-07,SKU-123,169
2024-07,SKU-124,170
2024-07,SKU-125,188
2024-07,SKU-126,47
2024-07,SKU-127,152
2024-07,SKU-128,72
2024-08,SKU-001,206
2024-08,SKU-002,48
2024-08,SKU-003,162
2024-08,SKU-004,295
2024-08,SKU-005,47
2024-08,SKU-006,80
2024-08,SKU-007,183
2024-08,SKU-008,83
2024-08,SKU-009,296
2024-08,SKU-010,155
2024-08,SKU-011,188
2024-08,SKU-012,70
2024-08,SKU-013,623
2024-08,SKU-014,85
2024-08,SKU-015,161
2024-08,SKU-016,259
2024-08,SKU-017,342
2024-08,SKU-018,75
2024-08,SKU-019,518
2024-08,SKU-020,43
2024-08,SKU-021,398
2024-08,SKU-022,133
2024-08,SKU-023,86
2024-08,SKU-024,16
2024-08,SKU-025,413
2024-08,SKU-026,281
2024-08,SKU-027,202
2024-08,SKU-028,225
2024-08,SKU-029,38
2024-08,SKU-030,495
2024-08,SKU-031,140
2024-08,SKU-032,224
2024-08,SKU-033,275
2024-08,SKU-034,257
2024-08,SKU-035,105
2024-08,SKU-036,96
2024-08,SKU-037,205
2024-08,SKU-038,131
2024-08,SKU-039,474
2024-08,SKU-040,330
2024-08,SKU-041,884
2024-08,SKU-042,31
2024-08,SKU-043,258
2024-08,SKU-044,154
2024-08,SKU-045,129
2024-08,SKU-046,138
2024-08,SKU-047,89
2024-08,SKU-048,150
2024-08,SKU-049,125
2024-08,SKU-050,37
2024-08,SKU-051,100
2024-08,SKU-052,125
2024-08,SKU-053,99
2024-08,SKU-054,160
2024-08,SKU-055,200
2024-08,SKU-056,30
2024-08,SKU-057,178
2024-08,SKU-058,258
2024-08,SKU-059,42
2024-08,SKU-060,36
2024-08,SKU-061,102
2024-08,SKU-062,244
2024-08,SKU-063,165
2024-08,SKU-064,154
2024-08,SKU-065,44
2024-08,SKU-066,72
2024-08,SKU-067,151
2024-08,SKU-068,257
2024-08,SKU-069,56
2024-08,SKU-070,204
2024-08,SKU-071,43
2024-08,SKU-072,141
2024-08,SKU-073,127
2024-08,SKU-074,70
2024-08,SKU-075,63
2024-08,SKU-076,156
2024-08,SKU-077,298
2024-08,SKU-078,538
2024-08,SKU-079,15
2024-08,SKU-080,108
2024-08,SKU-081,30
2024-08,SKU-082,259
2024-08,SKU-083,101
2024-08,SKU-084,91
2024-08,SKU-085,355
2024-08,SKU-086,84
2024-08,SKU-087,547
2024-08,SKU-088,117
2024-08,SKU-089,98
2024-08,SKU-090,352
2024-08,SKU-091,135
2024-08,SKU-092,97
2024-08,SKU-093,337
2024-08,SKU-094,210
2024-08,SKU-095,209
2024-08,SKU-096,118
2024-08,SKU-097,84
2024-08,SKU-098,152
2024-08,SKU-099,124
2024-08,SKU-100,207
2024-08,SKU-101,306
2024-08,SKU-102,35
2024-08,SKU-103,133
2024-08,SKU-104,260
2024-08,SKU-105,142
2024-08,SKU-106,213
2024-08,SKU-107,447
2024-08,SKU-108,48
2024-08,SKU-109,365
2024-08,SKU-110,111
2024-08,SKU-111,84
2024-08,SKU-112,297
2024-08,SKU-113,51
2024-08,SKU-114,128
2024-08,SKU-115,104
2024-08,SKU-116,66
2024-08,SKU-117,47
2024-08,SKU-118,794
2024-08,SKU-119,273
2024-08,SKU-120,19
2024-08,SKU-121,137
2024-08,SKU-122,243
2024-08,SKU-123,160
2024-08,SKU-124,181
2024-08,SKU-125,138
2024-08,SKU-126,43
2024-08,SKU-127,159
2024-08,SKU-128,59
2024-09,SKU-001,202
2024-09,SKU-002,60
2024-09,SKU-003,145
2024-09,SKU-004,293
2024-09,SKU-005,44
2024-09,SKU-006,100
2024-09,SKU-007,176
2024-09,SKU-008,86
2024-09,SKU-009,325
2024-09,SKU-010,99
2024-09,SKU-011,201
2024-09,SKU-012,105
2024-09,SKU-013,700
2024-09,SKU-014,70
2024-09,SKU-015,175
2024-09,SKU-016,215
2024-09,SKU-017,381
2024-09,SKU-018,56
2024-09,SKU-019,597
2024-09,SKU-020,66
2024-09,SKU-021,491
2024-09,SKU-022,132
2024-09,SKU-023,120
2024-09,SKU-024,19
2024-09,SKU-025,435
2024-09,SKU-026,340
2024-09,SKU-027,213
2024-09,SKU-028,203
2024-09,SKU-029,45
2024-09,SKU-030,525
2024-09,SKU-031,135
2024-09,SKU-032,249
2024-09,SKU-033,255
2024-09,SKU-034,260
2024-09,SKU-035,101
2024-09,SKU-036,95
2024-09,SKU-037,243
2024-09,SKU-038,134
2024-09,SKU-039,461
2024-09,SKU-040,345
2024-09,SKU-041,746
2024-09,SKU-042,33
2024-09,SKU-043,253
2024-09,SKU-044,149
2024-09,SKU-045,113
2024-09,SKU-046,110
2024-09,SKU-047,95
2024-09,SKU-048,119
2024-09,SKU-049,138
2024-09,SKU-050,35
2024-09,SKU-051,83
2024-09,SKU-052,130
2024-09,SKU-053,99
2024-09,SKU-054,113
2024-09,SKU-055,184
2024-09,SKU-056,31
2024-09,SKU-057,172
2024-09,SKU-058,247
2024-09,SKU-059,31
2024-09,SKU-060,42
2024-09,SKU-061,91
2024-09,SKU-062,207
2024-09,SKU-063,157
2024-09,SKU-064,119
2024-09,SKU-065,27
2024-09,SKU-066,75
2024-09,SKU-067,152
2024-09,SKU-068,263
2024-09,SKU-069,63
2024-09,SKU-070,186
2024-09,SKU-071,40
2024-09,SKU-072,154
2024-09,SKU-073,84
2024-09,SKU-074,79
2024-09,SKU-075,81
2024-09,SKU-076,188
2024-09,SKU-077,320
2024-09,SKU-078,571
2024-09,SKU-079,27
2024-09,SKU-080,82
2024-09,SKU-081,43
2024-09,SKU-082,275
2024-09,SKU-083,119
2024-09,SKU-084,126
2024-09,SKU-085,343
2024-09,SKU-086,86
2024-09,SKU-087,582
2024-09,SKU-088,163
2024-09,SKU-089,122
2024-09,SKU-090,361
2024-09,SKU-091,115
2024-09,SKU-092,86
2024-09,SKU-093,350
2024-09,SKU-094,226
2024-09,SKU-095,209
2024-09,SKU-096,138
2024-09,SKU-097,92
2024-09,SKU-098,161
2024-09,SKU-099,105
2024-09,SKU-100,162
2024-09,SKU-101,263
2024-09,SKU-102,36
2024-09,SKU-103,147
2024-09,SKU-104,231
2024-09,SKU-105,131
2024-09,SKU-106,221
2024-09,SKU-107,397
2024-09,SKU-108,54
2024-09,SKU-109,302
2024-09,SKU-110,92
2024-09,SKU-111,74
2024-09,SKU-112,230
2024-09,SKU-113,41
2024-09,SKU-114,94
2024-09,SKU-115,87
2024-09,SKU-116,44
2024-09,SKU-117,55
2024-09,SKU-118,724
2024-09,SKU-119,277
2024-09,SKU-120,15
2024-09,SKU-121,113
2024-09,SKU-122,213
2024-09,SKU-123,138
2024-09,SKU-124,164
2024-09,SKU-125,136
2024-09,SKU-126,42
2024-09,SKU-127,131
2024-09,SKU-128,50
2024-10,SKU-001,176
2024-10,SKU-002,52
2024-10,SKU-003,141
2024-10,SKU-004,288
2024-10,SKU-005,52
2024-10,SKU-006,112
2024-10,SKU-007,210
2024-10,SKU-008,77
2024-10,SKU-009,340
2024-10,SKU-010,118
2024-10,SKU-011,218
2024-10,SKU-012,97
2024-10,SKU-013,807
2024-10,SKU-014,94
2024-10,SKU-015,194
2024-10,SKU-016,268
2024-10,SKU-017,456
2024-10,SKU-018,89
2024-10,SKU-019,636
2024-10,SKU-020,59
2024-10,SKU-021,494
2024-10,SKU-022,157
2024-10,SKU-023,127
2024-10,SKU-024,31
2024-10,SKU-025,499
2024-10,SKU-026,302
2024-10,SKU-027,213
2024-10,SKU-028,248
2024-10,SKU-029,60
2024-10,SKU-030,548
2024-10,SKU-031,154
2024-10,SKU-032,201
2024-10,SKU-033,275
2024-10,SKU-034,250
2024-10,SKU-035,93
2024-10,SKU-036,111
2024-10,SKU-037,229
2024-10,SKU-038,131
2024-10,SKU-039,380
2024-10,SKU-040,260
2024-10,SKU-041,715
2024-10,SKU-042,30
2024-10,SKU-043,248
2024-10,SKU-044,111
2024-10,SKU-045,102
2024-10,SKU-046,119
2024-10,SKU-047,93
2024-10,SKU-048,72
2024-10,SKU-049,116
2024-10,SKU-050,20
2024-10,SKU-051,76
2024-10,SKU-052,100
2024-10,SKU-053,82
2024-10,SKU-054,112
2024-10,SKU-055,190
2024-10,SKU-056,38
2024-10,SKU-057,146
2024-10,SKU-058,258
2024-10,SKU-059,24
2024-10,SKU-060,31
2024-10,SKU-061,88
2024-10,SKU-062,226
2024-10,SKU-063,167
2024-10,SKU-064,93
2024-10,SKU-065,38
2024-10,SKU-066,70
2024-10,SKU-067,135
2024-10,SKU-068,342
2024-10,SKU-069,88
2024-10,SKU-070,207
2024-10,SKU-071,54
2024-10,SKU-072,184
2024-10,SKU-073,126
2024-10,SKU-074,83
2024-10,SKU-075,73
2024-10,SKU-076,249
2024-10,SKU-077,411
2024-10,SKU-078,625
2024-10,SKU-079,23
2024-10,SKU-080,102
2024-10,SKU-081,32
2024-10,SKU-082,308
2024-10,SKU-083,137
2024-10,SKU-084,117
2024-10,SKU-085,384
2024-10,SKU-086,102
2024-10,SKU-087,626
2024-10,SKU-088,186
2024-10,SKU-089,119
2024-10,SKU-090,409
2024-10,SKU-091,124
2024-10,SKU-092,113
2024-10,SKU-093,380
2024-10,SKU-094,216
2024-10,SKU-095,204
2024-10,SKU-096,143
2024-10,SKU-097,79
2024-10,SKU-098,157
2024-10,SKU-099,103
2024-10,SKU-100,195
2024-10,SKU-101,277
2024-10,SKU-102,39
2024-10,SKU-103,146
2024-10,SKU-104,262
2024-10,SKU-105,127
2024-10,SKU-106,177
2024-10,SKU-107,352
2024-10,SKU-108,56
2024-10,SKU-109,296
2024-10,SKU-110,82
2024-10,SKU-111,76
2024-10,SKU-112,196
2024-10,SKU-113,41
2024-10,SKU-114,90
2024-10,SKU-115,81
2024-10,SKU-116,43
2024-10,SKU-117,35
2024-10,SKU-118,658
2024-10,SKU-119,250
2024-10,SKU-120,13
2024-10,SKU-121,119
2024-10,SKU-122,205
2024-10,SKU-123,147
2024-10,SKU-124,124
2024-10,SKU-125,123
2024-10,SKU-126,51
2024-10,SKU-127,148
2024-10,SKU-128,51
2024-11,SKU-001,195
2024-11,SKU-002,67
2024-11,SKU-003,165
2024-11,SKU-004,331
2024-11,SKU-005,52
2024-11,SKU-006,144
2024-11,SKU-007,249
2024-11,SKU-008,111
2024-11,SKU-009,359
2024-11,SKU-010,136
2024-11,SKU-011,240
2024-11,SKU-012,109
2024-11,SKU-013,830
2024-11,SKU-014,108
2024-11,SKU-015,216
2024-11,SKU-016,249
2024-11,SKU-017,462
2024-11,SKU-018,91
2024-11,SKU-019,677
2024-11,SKU-020,63
2024-11,SKU-021,536
2024-11,SKU-022,166
2024-11,SKU-023,113
2024-11,SKU-024,25
2024-11,SKU-025,432
2024-11,SKU-026,355
2024-11,SKU-027,211
2024-11,SKU-028,230
2024-11,SKU-029,44
2024-11,SKU-030,496
2024-11,SKU-031,145
2024-11,SKU-032,226
2024-11,SKU-033,247
2024-11,SKU-034,253
2024-11,SKU-035,93
2024-11,SKU-036,104
2024-11,SKU-037,202
2024-11,SKU-038,115
2024-11,SKU-039,361
2024-11,SKU-040,286
2024-11,SKU-041,627
2024-11,SKU-042,24
2024-11,SKU-043,199
2024-11,SKU-044,111
2024-11,SKU-045,86
2024-11,SKU-046,84
2024-11,SKU-047,55
2024-11,SKU-048,96
2024-11,SKU-049,116
2024-11,SKU-050,29
2024-11,SKU-051,70
2024-11,SKU-052,106
2024-11,SKU-053,75
2024-11,SKU-054,100
2024-11,SKU-055,151
2024-11,SKU-056,33
2024-11,SKU-057,151
2024-11,SKU-058,220
2024-11,SKU-059,39
2024-11,SKU-060,30
2024-11,SKU-061,99
2024-11,SKU-062,192
2024-11,SKU-063,183
2024-11,SKU-064,129
2024-11,SKU-065,41
2024-11,SKU-066,76
2024-11,SKU-067,166
2024-11,SKU-068,311
2024-11,SKU-069,82
2024-11,SKU-070,254
2024-11,SKU-071,56
2024-11,SKU-072,212
2024-11,SKU-073,133
2024-11,SKU-074,83
2024-11,SKU-075,86
2024-11,SKU-076,204
2024-11,SKU-077,468
2024-11,SKU-078,707
2024-11,SKU-079,32
2024-11,SKU-080,135
2024-11,SKU-081,40
2024-11,SKU-082,319
2024-11,SKU-083,144
2024-11,SKU-084,144
2024-11,SKU-085,407
2024-11,SKU-086,109
2024-11,SKU-087,613
2024-11,SKU-088,173
2024-11,SKU-089,122
2024-11,SKU-090,376
2024-11,SKU-091,124
2024-11,SKU-092,106
2024-11,SKU-093,332
2024-11,SKU-094,231
2024-11,SKU-095,189
2024-11,SKU-096,93
2024-11,SKU-097,72
2024-11,SKU-098,144
2024-11,SKU-099,117
2024-11,SKU-100,149
2024-11,SKU-101,253
2024-11,SKU-102,38
2024-11,SKU-103,124
2024-11,SKU-104,207
2024-11,SKU-105,131
2024-11,SKU-106,155
2024-11,SKU-107,297
2024-11,SKU-108,44
2024-11,SKU-109,277
2024-11,SKU-110,77
2024-11,SKU-111,73
2024-11,SKU-112,173
2024-11,SKU-113,28
2024-11,SKU-114,89
2024-11,SKU-115,73
2024-11,SKU-116,51
2024-11,SKU-117,43
2024-11,SKU-118,603
2024-11,SKU-119,236
2024-11,SKU-120,18
2024-11,SKU-121,109
2024-11,SKU-122,227
2024-11,SKU-123,115
2024-11,SKU-124,147
2024-11,SKU-125,128
2024-11,SKU-126,60
2024-11,SKU-127,149
2024-11,SKU-128,67
2024-12,SKU-001,251
2024-12,SKU-002,79
2024-12,SKU-003,183
2024-12,SKU-004,396
2024-12,SKU-005,59
2024-12,SKU-006,151
2024-12,SKU-007,228
2024-12,SKU-008,151
2024-12,SKU-009,429
2024-12,SKU-010,159
2024-12,SKU-011,287
2024-12,SKU-012,120
2024-12,SKU-013,978
2024-12,SKU-014,113
2024-12,SKU-015,198
2024-12,SKU-016,295
2024-12,SKU-017,528
2024-12,SKU-018,101
2024-12,SKU-019,697
2024-12,SKU-020,68
2024-12,SKU-021,551
2024-12,SKU-022,165
2024-12,SKU-023,121
2024-12,SKU-024,23
2024-12,SKU-025,499
2024-12,SKU-026,323
2024-12,SKU-027,213
2024-12,SKU-028,218
2024-12,SKU-029,44
2024-12,SKU-030,502
2024-12,SKU-031,122
2024-12,SKU-032,242
2024-12,SKU-033,257
2024-12,SKU-034,208
2024-12,SKU-035,96
2024-12,SKU-036,83
2024-12,SKU-037,196
2024-12,SKU-038,89
2024-12,SKU-039,328
2024-12,SKU-040,278
2024-12,SKU-041,542
2024-12,SKU-042,28
2024-12,SKU-043,192
2024-12,SKU-044,108
2024-12,SKU-045,113
2024-12,SKU-046,88
2024-12,SKU-047,70
2024-12,SKU-048,116
2024-12,SKU-049,96
2024-12,SKU-050,30
2024-12,SKU-051,74
2024-12,SKU-052,100
2024-12,SKU-053,73
2024-12,SKU-054,103
2024-12,SKU-055,175
2024-12,SKU-056,34
2024-12,SKU-057,194
2024-12,SKU-058,277
2024-12,SKU-059,35
2024-12,SKU-060,37
2024-12,SKU-061,121
2024-12,SKU-062,237
2024-12,SKU-063,186
2024-12,SKU-064,150
2024-12,SKU-065,28
2024-12,SKU-066,69
2024-12,SKU-067,178
2024-12,SKU-068,250
2024-12,SKU-069,106
2024-12,SKU-070,282
2024-12,SKU-071,57
2024-12,SKU-072,255
2024-12,SKU-073,150
2024-12,SKU-074,88
2024-12,SKU-075,98
2024-12,SKU-076,266
2024-12,SKU-077,444
2024-12,SKU-078,756
2024-12,SKU-079,36
2024-12,SKU-080,124
2024-12,SKU-081,40
2024-12,SKU-082,329
2024-12,SKU-083,126
2024-12,SKU-084,136
2024-12,SKU-085,345
2024-12,SKU-086,108
2024-12,SKU-087,643
2024-12,SKU-088,167
2024-12,SKU-089,114
2024-12,SKU-090,356
2024-12,SKU-091,110
2024-12,SKU-092,95
2024-12,SKU-093,325
2024-12,SKU-094,193
2024-12,SKU-095,183
2024-12,SKU-096,124
2024-12,SKU-097,70
2024-12,SKU-098,138
2024-12,SKU-099,64
2024-12,SKU-100,124
2024-12,SKU-101,215
2024-12,SKU-102,32
2024-12,SKU-103,102
2024-12,SKU-104,203
2024-12,SKU-105,112
2024-12,SKU-106,172
2024-12,SKU-107,281
2024-12,SKU-108,37
2024-12,SKU-109,222
2024-12,SKU-110,74
2024-12,SKU-111,67
2024-12,SKU-112,201
2024-12,SKU-113,27
2024-12,SKU-114,75
2024-12,SKU-115,70
2024-12,SKU-116,53
2024-12,SKU-117,42
2024-12,SKU-118,683
2024-12,SKU-119,283
2024-12,SKU-120,20
2024-12,SKU-121,138
2024-12,SKU-122,208
2024-12,SKU-123,144
2024-12,SKU-124,155
2024-12,SKU-125,154
2024-12,SKU-126,49
2024-12,SKU-127,177
2024-12,SKU-128,88
2025-01,SKU-001,262
2025-01,SKU-002,71
2025-01,SKU-003,191
2025-01,SKU-004,533
2025-01,SKU-005,59
2025-01,SKU-006,130
2025-01,SKU-007,280
2025-01,SKU-008,153
2025-01,SKU-009,482
2025-01,SKU-010,162
2025-01,SKU-011,292
2025-01,SKU-012,163
2025-01,SKU-013,928
2025-01,SKU-014,109
2025-01,SKU-015,208
2025-01,SKU-016,306
2025-01,SKU-017,507
2025-01,SKU-018,79
2025-01,SKU-019,656
2025-01,SKU-020,65
2025-01,SKU-021,538
2025-01,SKU-022,153
2025-01,SKU-023,127
2025-01,SKU-024,20
2025-01,SKU-025,401
2025-01,SKU-026,285
2025-01,SKU-027,223
2025-01,SKU-028,183
2025-01,SKU-029,32
2025-01,SKU-030,448
2025-01,SKU-031,111
2025-01,SKU-032,183
2025-01,SKU-033,215
2025-01,SKU-034,199
2025-01,SKU-035,79
2025-01,SKU-036,97
2025-01,SKU-037,197
2025-01,SKU-038,98
2025-01,SKU-039,269
2025-01,SKU-040,182
2025-01,SKU-041,531
2025-01,SKU-042,22
2025-01,SKU-043,179
2025-01,SKU-044,96
2025-01,SKU-045,89
2025-01,SKU-046,86
2025-01,SKU-047,68
2025-01,SKU-048,86
2025-01,SKU-049,122
2025-01,SKU-050,37
2025-01,SKU-051,78
2025-01,SKU-052,110
2025-01,SKU-053,90
2025-01,SKU-054,106
2025-01,SKU-055,192
2025-01,SKU-056,31
2025-01,SKU-057,200
2025-01,SKU-058,277
2025-01,SKU-059,48
2025-01,SKU-060,43
2025-01,SKU-061,109
2025-01,SKU-062,276
2025-01,SKU-063,211
2025-01,SKU-064,164
2025-01,SKU-065,49
2025-01,SKU-066,125
2025-01,SKU-067,214
2025-01,SKU-068,317
2025-01,SKU-069,96
2025-01,SKU-070,291
2025-01,SKU-071,65
2025-01,SKU-072,247
2025-01,SKU-073,156
2025-01,SKU-074,100
2025-01,SKU-075,95
2025-01,SKU-076,229
2025-01,SKU-077,461
2025-01,SKU-078,795
2025-01,SKU-079,39
2025-01,SKU-080,125
2025-01,SKU-081,58
2025-01,SKU-082,305
2025-01,SKU-083,142
2025-01,SKU-084,124
2025-01,SKU-085,351
2025-01,SKU-086,102
2025-01,SKU-087,563
2025-01,SKU-088,133
2025-01,SKU-089,121
2025-01,SKU-090,351
2025-01,SKU-091,77
2025-01,SKU-092,99
2025-01,SKU-093,268
2025-01,SKU-094,170
2025-01,SKU-095,170
2025-01,SKU-096,105
2025-01,SKU-097,75
2025-01,SKU-098,96
2025-01,SKU-099,87
2025-01,SKU-100,101
2025-01,SKU-101,184
2025-01,SKU-102,24
2025-01,SKU-103,95
2025-01,SKU-104,136
2025-01,SKU-105,94
2025-01,SKU-106,164
2025-01,SKU-107,277
2025-01,SKU-108,17
2025-01,SKU-109,227
2025-01,SKU-110,61
2025-01,SKU-111,69
2025-01,SKU-112,184
2025-01,SKU-113,36
2025-01,SKU-114,99
2025-01,SKU-115,69
2025-01,SKU-116,42
2025-01,SKU-117,57
2025-01,SKU-118,826
2025-01,SKU-119,293
2025-01,SKU-120,27
2025-01,SKU-121,122
2025-01,SKU-122,264
2025-01,SKU-123,168
2025-01,SKU-124,175
2025-01,SKU-125,188
2025-01,SKU-126,55
2025-01,SKU-127,189
2025-01,SKU-128,74
2025-02,SKU-001,272
2025-02,SKU-002,77
2025-02,SKU-003,227
2025-02,SKU-004,400
2025-02,SKU-005,62
2025-02,SKU-006,121
2025-02,SKU-007,234
2025-02,SKU-008,111
2025-02,SKU-009,421
2025-02,SKU-010,159
2025-02,SKU-011,308
2025-02,SKU-012,102
2025-02,SKU-013,842
2025-02,SKU-014,79
2025-02,SKU-015,191
2025-02,SKU-016,244
2025-02,SKU-017,388
2025-02,SKU-018,89
2025-02,SKU-019,553
2025-02,SKU-020,46
2025-02,SKU-021,424
2025-02,SKU-022,136
2025-02,SKU-023,88
2025-02,SKU-024,11
2025-02,SKU-025,347
2025-02,SKU-026,236
2025-02,SKU-027,154
