origin,product_id,model,actual_units,absolute_error,signed_error
2025-11-01,SKU-046,seasonal_naive,91,61.0,1.0
2025-11-01,SKU-046,weekday_mean_8w,91,45.5,5.0
2025-11-01,SKU-047,seasonal_naive,73,69.0,7.0
2025-11-01,SKU-047,weekday_mean_8w,73,42.5,1.5
2025-11-01,SKU-048,seasonal_naive,71,91.0,41.0
2025-11-01,SKU-048,weekday_mean_8w,71,58.75,28.5
2025-11-01,SKU-049,seasonal_naive,95,49.0,45.0
2025-11-01,SKU-049,weekday_mean_8w,95,46.0,34.5
2025-11-01,SKU-050,seasonal_naive,34,30.0,-6.0
2025-11-01,SKU-050,weekday_mean_8w,34,25.0,-2.5
2025-11-01,SKU-051,seasonal_naive,61,39.0,-13.0
2025-11-01,SKU-051,weekday_mean_8w,61,35.75,15.0
2025-11-01,SKU-052,seasonal_naive,54,96.0,78.0
2025-11-01,SKU-052,weekday_mean_8w,54,72.25,55.0
2025-11-01,SKU-053,seasonal_naive,81,67.0,19.0
2025-11-01,SKU-053,weekday_mean_8w,81,51.25,-1.0
2025-11-01,SKU-054,seasonal_naive,101,55.0,23.0
2025-11-01,SKU-054,weekday_mean_8w,101,46.75,-12.0
2025-11-01,SKU-055,seasonal_naive,146,98.0,-18.0
2025-11-01,SKU-055,weekday_mean_8w,146,67.25,19.5
2025-11-01,SKU-056,seasonal_naive,30,48.0,38.0
2025-11-01,SKU-056,weekday_mean_8w,30,27.25,9.5
2025-11-01,SKU-057,seasonal_naive,151,69.0,-47.0
2025-11-01,SKU-057,weekday_mean_8w,151,56.25,2.5
2025-11-01,SKU-058,seasonal_naive,217,59.0,-9.0
2025-11-01,SKU-058,weekday_mean_8w,217,55.75,-7.5
2025-11-01,SKU-059,seasonal_naive,27,19.0,-7.0
2025-11-01,SKU-059,weekday_mean_8w,27,20.25,4.5
2025-11-01,SKU-060,seasonal_naive,29,29.0,11.0
2025-11-01,SKU-060,weekday_mean_8w,29,30.0,3.5
2025-11-01,SKU-061,seasonal_naive,99,49.0,9.0
2025-11-01,SKU-061,weekday_mean_8w,99,35.75,0.0
2025-11-01,SKU-062,seasonal_naive,227,105.0,-79.0
2025-11-01,SKU-062,weekday_mean_8w,227,80.25,-39.0
2025-11-01,SKU-063,seasonal_naive,143,41.0,5.0
2025-11-01,SKU-063,weekday_mean_8w,143,52.75,-8.5
2025-11-01,SKU-064,seasonal_naive,111,87.0,29.0
2025-11-01,SKU-064,weekday_mean_8w,111,81.0,18.5
2025-11-01,SKU-065,seasonal_naive,26,28.0,-18.0
2025-11-01,SKU-065,weekday_mean_8w,26,19.25,9.5
2025-11-01,SKU-066,seasonal_naive,58,28.0,-2.0
2025-11-01,SKU-066,weekday_mean_8w,58,36.0,5.0
2025-11-01,SKU-067,seasonal_naive,154,74.0,6.0
2025-11-01,SKU-067,weekday_mean_8w,154,56.0,-12.5
2025-11-01,SKU-068,seasonal_naive,315,149.0,-31.0
2025-11-01,SKU-068,weekday_mean_8w,315,133.25,-49.5
2025-11-01,SKU-069,seasonal_naive,61,41.0,-1.0
2025-11-01,SKU-069,weekday_mean_8w,61,38.0,11.0
2025-11-01,SKU-070,seasonal_naive,195,77.0,5.0
2025-11-01,SKU-070,weekday_mean_8w,195,53.0,-3.0
2025-11-01,SKU-071,seasonal_naive,50,46.0,18.0
2025-11-01,SKU-071,weekday_mean_8w,50,34.25,-10.0
2025-11-01,SKU-072,seasonal_naive,191,149.0,33.0
2025-11-01,SKU-072,weekday_mean_8w,191,100.5,-26.5
2025-11-01,SKU-073,seasonal_naive,92,42.0,-16.0
2025-11-01,SKU-073,weekday_mean_8w,92,46.25,6.5
2025-11-01,SKU-074,seasonal_naive,65,43.0,15.0
2025-11-01,SKU-074,weekday_mean_8w,65,42.5,3.0
2025-11-01,SKU-075,seasonal_naive,89,71.0,-5.0
2025-11-01,SKU-075,weekday_mean_8w,89,39.75,-18.5
2025-11-01,SKU-076,seasonal_naive,177,131.0,-41.0
2025-11-01,SKU-076,weekday_mean_8w,177,124.0,9.5
2025-11-01,SKU-077,seasonal_naive,415,131.0,9.0
2025-11-01,SKU-077,weekday_mean_8w,415,107.25,-72.5
2025-11-01,SKU-078,seasonal_naive,656,112.0,-20.0
2025-11-01,SKU-078,weekday_mean_8w,656,131.0,-86.5
2025-11-01,SKU-079,seasonal_naive,31,25.0,1.0
2025-11-01,SKU-079,weekday_mean_8w,31,22.25,-8.5
2025-11-01,SKU-080,seasonal_naive,121,81.0,-69.0
2025-11-01,SKU-080,weekday_mean_8w,121,65.5,-34.0
2025-11-01,SKU-081,seasonal_naive,33,27.0,-13.0
2025-11-01,SKU-081,weekday_mean_8w,33,23.75,-6.0
2025-11-01,SKU-082,seasonal_naive,292,114.0,40.0
2025-11-01,SKU-082,weekday_mean_8w,292,67.0,-15.0
2025-11-01,SKU-083,seasonal_naive,119,61.0,-3.0
2025-11-01,SKU-083,weekday_mean_8w,119,39.25,-9.5
2025-11-01,SKU-084,seasonal_naive,88,116.0,100.0
2025-11-01,SKU-084,weekday_mean_8w,88,66.5,31.0
2025-11-01,SKU-085,seasonal_naive,375,83.0,-23.0
2025-11-01,SKU-085,weekday_mean_8w,375,91.75,-62.0
2025-11-01,SKU-086,seasonal_naive,95,59.0,-23.0
2025-11-01,SKU-086,weekday_mean_8w,95,52.0,-3.5
2025-11-01,SKU-087,seasonal_naive,590,164.0,-22.0
2025-11-01,SKU-087,weekday_mean_8w,590,102.25,-45.5
2025-11-01,SKU-088,seasonal_naive,165,91.0,-49.0
2025-11-01,SKU-088,weekday_mean_8w,165,63.5,-12.5
2025-11-01,SKU-089,seasonal_naive,142,72.0,-26.0
2025-11-01,SKU-089,weekday_mean_8w,142,58.0,-29.0
2025-11-01,SKU-090,seasonal_naive,361,93.0,39.0
2025-11-01,SKU-090,weekday_mean_8w,361,66.25,-1.5
2025-11-01,SKU-091,seasonal_naive,112,74.0,8.0
2025-11-01,SKU-091,weekday_mean_8w,112,49.25,7.0
2025-11-01,SKU-092,seasonal_naive,93,81.0,27.0
2025-11-01,SKU-092,weekday_mean_8w,93,74.25,5.5
2025-11-01,SKU-093,seasonal_naive,302,96.0,-26.0
2025-11-01,SKU-093,weekday_mean_8w,302,94.5,32.0
2025-11-01,SKU-094,seasonal_naive,210,62.0,10.0
2025-11-01,SKU-094,weekday_mean_8w,210,57.25,-5.0
2025-11-01,SKU-095,seasonal_naive,197,107.0,-9.0
2025-11-01,SKU-095,weekday_mean_8w,197,71.75,-10.5
2025-11-01,SKU-096,seasonal_naive,97,109.0,-1.0
2025-11-01,SKU-096,weekday_mean_8w,97,86.0,37.0
2025-11-01,SKU-097,seasonal_naive,83,57.0,-27.0
2025-11-01,SKU-097,weekday_mean_8w,83,34.75,-12.5
2025-11-01,SKU-098,seasonal_naive,125,91.0,-13.0
2025-11-01,SKU-098,weekday_mean_8w,125,55.0,16.5
2025-11-01,SKU-099,seasonal_naive,98,68.0,6.0
2025-11-01,SKU-099,weekday_mean_8w,98,43.25,6.0
2025-11-01,SKU-100,seasonal_naive,150,124.0,34.0
2025-11-01,SKU-100,weekday_mean_8w,150,89.75,30.5
2025-11-01,SKU-101,seasonal_naive,220,76.0,-44.0
2025-11-01,SKU-101,weekday_mean_8w,220,66.75,35.0
2025-11-01,SKU-102,seasonal_naive,32,26.0,8.0
2025-11-01,SKU-102,weekday_mean_8w,32,27.0,2.0
2025-11-01,SKU-103,seasonal_naive,92,70.0,-8.0
2025-11-01,SKU-103,weekday_mean_8w,92,64.0,19.5
2025-11-01,SKU-104,seasonal_naive,165,193.0,19.0
2025-11-01,SKU-104,weekday_mean_8w,165,113.75,43.5
2025-11-01,SKU-105,seasonal_naive,116,58.0,0.0
2025-11-01,SKU-105,weekday_mean_8w,116,51.25,12.0
2025-11-01,SKU-106,seasonal_naive,152,78.0,0.0
2025-11-01,SKU-106,weekday_mean_8w,152,62.25,42.5
2025-11-01,SKU-107,seasonal_naive,305,99.0,11.0
2025-11-01,SKU-107,weekday_mean_8w,305,80.75,33.5
2025-11-01,SKU-108,seasonal_naive,38,44.0,2.0
2025-11-01,SKU-108,weekday_mean_8w,38,26.0,5.5
2025-11-01,SKU-109,seasonal_naive,216,128.0,92.0
2025-11-01,SKU-109,weekday_mean_8w,216,112.5,98.0
2025-11-01,SKU-110,seasonal_naive,85,57.0,-21.0
2025-11-01,SKU-110,weekday_mean_8w,85,34.25,-10.0
2025-11-01,SKU-111,seasonal_naive,66,42.0,-22.0
2025-11-01,SKU-111,weekday_mean_8w,66,29.0,-4.0
2025-11-01,SKU-112,seasonal_naive,181,161.0,55.0
2025-11-01,SKU-112,weekday_mean_8w,181,114.75,53.0
2025-11-01,SKU-113,seasonal_naive,35,39.0,1.0
2025-11-01,SKU-113,weekday_mean_8w,35,29.25,-5.0
2025-11-01,SKU-114,seasonal_naive,83,35.0,-7.0
2025-11-01,SKU-114,weekday_mean_8w,83,37.25,8.5
2025-11-01,SKU-115,seasonal_naive,62,48.0,-38.0
2025-11-01,SKU-115,weekday_mean_8w,62,31.5,3.0
2025-11-01,SKU-116,seasonal_naive,34,36.0,-14.0
2025-11-01,SKU-116,weekday_mean_8w,34,26.75,3.0
2025-11-01,SKU-117,seasonal_naive,44,38.0,-4.0
2025-11-01,SKU-117,weekday_mean_8w,44,30.0,9.5
2025-11-01,SKU-118,seasonal_naive,598,96.0,-26.0
2025-11-01,SKU-118,weekday_mean_8w,598,93.5,40.0
2025-11-01,SKU-119,seasonal_naive,245,87.0,-9.0
2025-11-01,SKU-119,weekday_mean_8w,245,62.0,-20.5
2025-11-01,SKU-120,seasonal_naive,15,25.0,5.0
2025-11-01,SKU-120,weekday_mean_8w,15,17.75,1.5
2025-11-01,SKU-121,seasonal_naive,117,55.0,-37.0
2025-11-01,SKU-121,weekday_mean_8w,117,50.5,-10.0
2025-11-01,SKU-122,seasonal_naive,196,102.0,24.0
2025-11-01,SKU-122,weekday_mean_8w,196,77.5,-15.0
2025-11-01,SKU-123,seasonal_naive,117,75.0,-5.0
2025-11-01,SKU-123,weekday_mean_8w,117,60.25,-21.5
2025-11-01,SKU-124,seasonal_naive,135,89.0,-19.0
2025-11-01,SKU-124,weekday_mean_8w,135,77.25,-13.0
2025-11-01,SKU-125,seasonal_naive,146,58.0,-30.0
2025-11-01,SKU-125,weekday_mean_8w,146,49.75,-31.0
2025-11-01,SKU-126,seasonal_naive,41,43.0,-9.0
2025-11-01,SKU-126,weekday_mean_8w,41,26.5,-5.0
2025-11-01,SKU-127,seasonal_naive,125,75.0,15.0
2025-11-01,SKU-127,weekday_mean_8w,125,50.75,4.0
2025-11-01,SKU-128,seasonal_naive,63,49.0,-11.0
2025-11-01,SKU-128,weekday_mean_8w,63,43.25,-2.0
2025-12-01,SKU-001,seasonal_naive,231,69.0,-27.0
2025-12-01,SKU-001,weekday_mean_8w,231,61.0,-20.5
2025-12-01,SKU-002,seasonal_naive,56,24.0,-4.0
2025-12-01,SKU-002,weekday_mean_8w,56,25.0,-1.5
2025-12-01,SKU-003,seasonal_naive,145,63.0,31.0
2025-12-01,SKU-003,weekday_mean_8w,145,53.0,6.0
2025-12-01,SKU-004,seasonal_naive,416,188.0,44.0
2025-12-01,SKU-004,weekday_mean_8w,416,187.0,-66.0
2025-12-01,SKU-005,seasonal_naive,53,51.0,19.0
2025-12-01,SKU-005,weekday_mean_8w,53,38.25,-3.0
2025-12-01,SKU-006,seasonal_naive,121,45.0,19.0
2025-12-01,SKU-006,weekday_mean_8w,121,40.25,-20.5
2025-12-01,SKU-007,seasonal_naive,244,78.0,-4.0
2025-12-01,SKU-007,weekday_mean_8w,244,62.0,-34.0
2025-12-01,SKU-008,seasonal_naive,130,80.0,-42.0
2025-12-01,SKU-008,weekday_mean_8w,130,75.0,-35.5
2025-12-01,SKU-009,seasonal_naive,376,112.0,-36.0
2025-12-01,SKU-009,weekday_mean_8w,376,71.75,-43.0
2025-12-01,SKU-010,seasonal_naive,148,92.0,-36.0
2025-12-01,SKU-010,weekday_mean_8w,148,56.0,-28.5
2025-12-01,SKU-011,seasonal_naive,279,123.0,-47.0
2025-12-01,SKU-011,weekday_mean_8w,279,88.25,-55.0
2025-12-01,SKU-012,seasonal_naive,116,92.0,-16.0
2025-12-01,SKU-012,weekday_mean_8w,116,86.25,-21.5
2025-12-01,SKU-013,seasonal_naive,798,150.0,-54.0
2025-12-01,SKU-013,weekday_mean_8w,798,141.25,-66.5
2025-12-01,SKU-014,seasonal_naive,93,37.0,7.0
2025-12-01,SKU-014,weekday_mean_8w,93,37.0,-5.5
2025-12-01,SKU-015,seasonal_naive,193,79.0,15.0
2025-12-01,SKU-015,weekday_mean_8w,193,61.5,-14.0
2025-12-01,SKU-016,seasonal_naive,289,199.0,35.0
2025-12-01,SKU-016,weekday_mean_8w,289,174.0,-23.0
2025-12-01,SKU-017,seasonal_naive,440,130.0,16.0
2025-12-01,SKU-017,weekday_mean_8w,440,101.75,-28.0
2025-12-01,SKU-018,seasonal_naive,82,40.0,-14.0
2025-12-01,SKU-018,weekday_mean_8w,82,35.25,-11.0
2025-12-01,SKU-019,seasonal_naive,633,101.0,47.0
2025-12-01,SKU-019,weekday_mean_8w,633,96.25,-27.5
2025-12-01,SKU-020,seasonal_naive,68,48.0,-24.0
2025-12-01,SKU-020,weekday_mean_8w,68,37.0,-15.5
2025-12-01,SKU-021,seasonal_naive,512,108.0,-64.0
2025-12-01,SKU-021,weekday_mean_8w,512,93.25,-62.5
2025-12-01,SKU-022,seasonal_naive,133,49.0,11.0
2025-12-01,SKU-022,weekday_mean_8w,133,41.25,19.5
2025-12-01,SKU-023,seasonal_naive,122,56.0,-14.0
2025-12-01,SKU-023,weekday_mean_8w,122,56.25,-13.5
2025-12-01,SKU-024,seasonal_naive,21,19.0,11.0
2025-12-01,SKU-024,weekday_mean_8w,21,17.75,2.5
2025-12-01,SKU-025,seasonal_naive,413,123.0,27.0
2025-12-01,SKU-025,weekday_mean_8w,413,84.75,41.0
2025-12-01,SKU-026,seasonal_naive,318,94.0,-54.0
2025-12-01,SKU-026,weekday_mean_8w,318,77.25,-24.5
2025-12-01,SKU-027,seasonal_naive,173,59.0,-9.0
2025-12-01,SKU-027,weekday_mean_8w,173,47.25,26.5
2025-12-01,SKU-028,seasonal_naive,147,125.0,29.0
2025-12-01,SKU-028,weekday_mean_8w,147,105.25,44.5
2025-12-01,SKU-029,seasonal_naive,46,36.0,-6.0
2025-12-01,SKU-029,weekday_mean_8w,46,29.0,1.5
2025-12-01,SKU-030,seasonal_naive,453,87.0,3.0
2025-12-01,SKU-030,weekday_mean_8w,453,99.0,41.5
2025-12-01,SKU-031,seasonal_naive,95,65.0,-7.0
2025-12-01,SKU-031,weekday_mean_8w,95,60.75,24.5
2025-12-01,SKU-032,seasonal_naive,168,112.0,-12.0
2025-12-01,SKU-032,weekday_mean_8w,168,91.0,-15.5
2025-12-01,SKU-033,seasonal_naive,217,103.0,27.0
2025-12-01,SKU-033,weekday_mean_8w,217,81.25,25.0
2025-12-01,SKU-034,seasonal_naive,197,95.0,19.0
2025-12-01,SKU-034,weekday_mean_8w,197,74.75,23.0
2025-12-01,SKU-035,seasonal_naive,67,57.0,-3.0
2025-12-01,SKU-035,weekday_mean_8w,67,42.75,7.0
2025-12-01,SKU-036,seasonal_naive,74,66.0,-2.0
2025-12-01,SKU-036,weekday_mean_8w,74,46.5,-5.5
2025-12-01,SKU-037,seasonal_naive,159,79.0,-15.0
2025-12-01,SKU-037,weekday_mean_8w,159,54.5,36.0
2025-12-01,SKU-038,seasonal_naive,116,60.0,-44.0
2025-12-01,SKU-038,weekday_mean_8w,116,53.0,-7.5
2025-12-01,SKU-039,seasonal_naive,307,109.0,17.0
2025-12-01,SKU-039,weekday_mean_8w,307,88.5,27.5
2025-12-01,SKU-040,seasonal_naive,247,89.0,-19.0
2025-12-01,SKU-040,weekday_mean_8w,247,103.75,-6.5
2025-12-01,SKU-041,seasonal_naive,543,159.0,57.0
2025-12-01,SKU-041,weekday_mean_8w,543,133.5,104.5
2025-12-01,SKU-042,seasonal_naive,24,26.0,-4.0
2025-12-01,SKU-042,weekday_mean_8w,24,20.75,6.5
2025-12-01,SKU-043,seasonal_naive,180,66.0,12.0
2025-12-01,SKU-043,weekday_mean_8w,180,47.0,4.5
2025-12-01,SKU-044,seasonal_naive,57,87.0,43.0
2025-12-01,SKU-044,weekday_mean_8w,57,78.0,41.0
2025-12-01,SKU-045,seasonal_naive,73,39.0,3.0
2025-12-01,SKU-045,weekday_mean_8w,73,49.25,25.5
2025-12-01,SKU-046,seasonal_naive,71,71.0,53.0
2025-12-01,SKU-046,weekday_mean_8w,71,43.25,22.0
2025-12-01,SKU-047,seasonal_naive,53,51.0,31.0
2025-12-01,SKU-047,weekday_mean_8w,53,37.0,22.0
2025-12-01,SKU-048,seasonal_naive,75,73.0,-7.0
2025-12-01,SKU-048,weekday_mean_8w,75,61.25,4.5
2025-12-01,SKU-049,seasonal_naive,114,60.0,-46.0
2025-12-01,SKU-049,weekday_mean_8w,114,43.75,-5.5
2025-12-01,SKU-050,seasonal_naive,26,22.0,-10.0
2025-12-01,SKU-050,weekday_mean_8w,26,19.0,3.0
2025-12-01,SKU-051,seasonal_naive,60,40.0,-24.0
2025-12-01,SKU-051,weekday_mean_8w,60,36.0,3.5
2025-12-01,SKU-052,seasonal_naive,106,64.0,-18.0
2025-12-01,SKU-052,weekday_mean_8w,106,58.0,-25.5
2025-12-01,SKU-053,seasonal_naive,62,58.0,14.0
2025-12-01,SKU-053,weekday_mean_8w,62,46.75,17.5
2025-12-01,SKU-054,seasonal_naive,78,78.0,30.0
2025-12-01,SKU-054,weekday_mean_8w,78,57.0,18.0
2025-12-01,SKU-055,seasonal_naive,161,61.0,-25.0
2025-12-01,SKU-055,weekday_mean_8w,161,56.25,-17.5
2025-12-01,SKU-056,seasonal_naive,40,28.0,-20.0
2025-12-01,SKU-056,weekday_mean_8w,40,25.75,-4.5
2025-12-01,SKU-057,seasonal_naive,175,77.0,25.0
2025-12-01,SKU-057,weekday_mean_8w,175,57.25,-27.0
2025-12-01,SKU-058,seasonal_naive,215,93.0,-51.0
2025-12-01,SKU-058,weekday_mean_8w,215,76.75,3.5
2025-12-01,SKU-059,seasonal_naive,36,24.0,0.0
2025-12-01,SKU-059,weekday_mean_8w,36,22.5,-8.0
2025-12-01,SKU-060,seasonal_naive,28,36.0,0.0
2025-12-01,SKU-060,weekday_mean_8w,28,21.25,4.0
2025-12-01,SKU-061,seasonal_naive,112,68.0,-48.0
2025-12-01,SKU-061,weekday_mean_8w,112,51.5,-16.0
2025-12-01,SKU-062,seasonal_naive,220,76.0,40.0
2025-12-01,SKU-062,weekday_mean_8w,220,40.25,-17.5
2025-12-01,SKU-063,seasonal_naive,174,72.0,-38.0
2025-12-01,SKU-063,weekday_mean_8w,174,64.5,-29.0
2025-12-01,SKU-064,seasonal_naive,148,114.0,-4.0
2025-12-01,SKU-064,weekday_mean_8w,148,79.5,-28.5
2025-12-01,SKU-065,seasonal_naive,36,28.0,-16.0
2025-12-01,SKU-065,weekday_mean_8w,36,26.0,-6.5
2025-12-01,SKU-066,seasonal_naive,90,58.0,-34.0
2025-12-01,SKU-066,weekday_mean_8w,90,47.25,-34.5
2025-12-01,SKU-067,seasonal_naive,173,83.0,-45.0
2025-12-01,SKU-067,weekday_mean_8w,173,50.75,-19.0
2025-12-01,SKU-068,seasonal_naive,305,155.0,-69.0
2025-12-01,SKU-068,weekday_mean_8w,305,178.75,-7.5
2025-12-01,SKU-069,seasonal_naive,99,37.0,-7.0
2025-12-01,SKU-069,weekday_mean_8w,99,47.75,-34.0
2025-12-01,SKU-070,seasonal_naive,244,90.0,-28.0
2025-12-01,SKU-070,weekday_mean_8w,244,71.5,-53.0
2025-12-01,SKU-071,seasonal_naive,50,34.0,22.0
2025-12-01,SKU-071,weekday_mean_8w,50,25.75,-3.0
2025-12-01,SKU-072,seasonal_naive,177,129.0,-1.0
2025-12-01,SKU-072,weekday_mean_8w,177,111.25,10.0
2025-12-01,SKU-073,seasonal_naive,122,48.0,6.0
2025-12-01,SKU-073,weekday_mean_8w,122,51.0,-29.0
2025-12-01,SKU-074,seasonal_naive,82,46.0,-34.0
2025-12-01,SKU-074,weekday_mean_8w,82,40.5,-15.0
2025-12-01,SKU-075,seasonal_naive,93,57.0,-5.0
2025-12-01,SKU-075,weekday_mean_8w,93,43.75,-12.0
2025-12-01,SKU-076,seasonal_naive,269,131.0,-49.0
2025-12-01,SKU-076,weekday_mean_8w,269,110.25,-77.0
2025-12-01,SKU-077,seasonal_naive,412,92.0,0.0
2025-12-01,SKU-077,weekday_mean_8w,412,76.75,-21.0
2025-12-01,SKU-078,seasonal_naive,672,170.0,0.0
2025-12-01,SKU-078,weekday_mean_8w,672,112.25,-39.5
2025-12-01,SKU-079,seasonal_naive,34,24.0,-10.0
2025-12-01,SKU-079,weekday_mean_8w,34,26.0,-6.0
2025-12-01,SKU-080,seasonal_naive,100,76.0,28.0
2025-12-01,SKU-080,weekday_mean_8w,100,52.25,2.5
2025-12-01,SKU-081,seasonal_naive,33,27.0,3.0
2025-12-01,SKU-081,weekday_mean_8w,33,23.5,0.0
2025-12-01,SKU-082,seasonal_naive,319,103.0,-11.0
2025-12-01,SKU-082,weekday_mean_8w,319,92.5,-25.0
2025-12-01,SKU-083,seasonal_naive,98,52.0,34.0
2025-12-01,SKU-083,weekday_mean_8w,98,46.25,15.5
2025-12-01,SKU-084,seasonal_naive,144,128.0,-40.0
2025-12-01,SKU-084,weekday_mean_8w,144,81.0,-27.5
2025-12-01,SKU-085,seasonal_naive,338,120.0,-14.0
2025-12-01,SKU-085,weekday_mean_8w,338,70.25,17.5
2025-12-01,SKU-086,seasonal_naive,91,63.0,-19.0
2025-12-01,SKU-086,weekday_mean_8w,91,43.75,-0.5
2025-12-01,SKU-087,seasonal_naive,620,130.0,-24.0
2025-12-01,SKU-087,weekday_mean_8w,620,106.0,-44.5
2025-12-01,SKU-088,seasonal_naive,143,161.0,93.0
2025-12-01,SKU-088,weekday_mean_8w,143,115.25,19.5
2025-12-01,SKU-089,seasonal_naive,129,81.0,-17.0
2025-12-01,SKU-089,weekday_mean_8w,129,52.5,-3.0
2025-12-01,SKU-090,seasonal_naive,338,120.0,14.0
2025-12-01,SKU-090,weekday_mean_8w,338,87.0,29.5
2025-12-01,SKU-091,seasonal_naive,94,80.0,10.0
2025-12-01,SKU-091,weekday_mean_8w,94,56.75,28.0
2025-12-01,SKU-092,seasonal_naive,109,73.0,39.0
2025-12-01,SKU-092,weekday_mean_8w,109,72.5,-3.5
2025-12-01,SKU-093,seasonal_naive,279,93.0,37.0
2025-12-01,SKU-093,weekday_mean_8w,279,56.25,34.5
2025-12-01,SKU-094,seasonal_naive,201,61.0,-33.0
2025-12-01,SKU-094,weekday_mean_8w,201,50.75,9.0
2025-12-01,SKU-095,seasonal_naive,161,95.0,47.0
2025-12-01,SKU-095,weekday_mean_8w,161,61.5,33.5
2025-12-01,SKU-096,seasonal_naive,115,89.0,-11.0
2025-12-01,SKU-096,weekday_mean_8w,115,59.75,2.0
2025-12-01,SKU-097,seasonal_naive,70,46.0,6.0
2025-12-01,SKU-097,weekday_mean_8w,70,35.5,2.5
2025-12-01,SKU-098,seasonal_naive,108,40.0,-4.0
2025-12-01,SKU-098,weekday_mean_8w,108,42.5,18.0
2025-12-01,SKU-099,seasonal_naive,75,47.0,5.0
2025-12-01,SKU-099,weekday_mean_8w,75,43.25,21.5
2025-12-01,SKU-100,seasonal_naive,130,106.0,-30.0
2025-12-01,SKU-100,weekday_mean_8w,130,79.25,26.0
2025-12-01,SKU-101,seasonal_naive,191,111.0,21.0
2025-12-01,SKU-101,weekday_mean_8w,191,80.5,25.0
2025-12-01,SKU-102,seasonal_naive,31,23.0,-19.0
2025-12-01,SKU-102,weekday_mean_8w,31,20.25,2.0
2025-12-01,SKU-103,seasonal_naive,93,63.0,7.0
2025-12-01,SKU-103,weekday_mean_8w,93,35.75,-4.5
2025-12-01,SKU-104,seasonal_naive,217,77.0,19.0
2025-12-01,SKU-104,weekday_mean_8w,217,103.0,-29.5
2025-12-01,SKU-105,seasonal_naive,103,63.0,-31.0
2025-12-01,SKU-105,weekday_mean_8w,103,50.0,9.5
2025-12-01,SKU-106,seasonal_naive,151,59.0,5.0
2025-12-01,SKU-106,weekday_mean_8w,151,55.0,8.0
2025-12-01,SKU-107,seasonal_naive,297,137.0,-45.0
2025-12-01,SKU-107,weekday_mean_8w,297,81.5,10.5
2025-12-01,SKU-108,seasonal_naive,36,26.0,4.0
2025-12-01,SKU-108,weekday_mean_8w,36,25.25,4.5
2025-12-01,SKU-109,seasonal_naive,253,113.0,-49.0
2025-12-01,SKU-109,weekday_mean_8w,253,73.5,2.5
2025-12-01,SKU-110,seasonal_naive,54,48.0,22.0
2025-12-01,SKU-110,weekday_mean_8w,54,38.25,22.0
2025-12-01,SKU-111,seasonal_naive,53,37.0,3.0
2025-12-01,SKU-111,weekday_mean_8w,53,32.0,7.5
2025-12-01,SKU-112,seasonal_naive,147,157.0,137.0
2025-12-01,SKU-112,weekday_mean_8w,147,112.0,46.0
2025-12-01,SKU-113,seasonal_naive,27,31.0,1.0
2025-12-01,SKU-113,weekday_mean_8w,27,22.25,5.0
2025-12-01,SKU-114,seasonal_naive,73,43.0,7.0
2025-12-01,SKU-114,weekday_mean_8w,73,44.0,6.5
2025-12-01,SKU-115,seasonal_naive,80,38.0,-12.0
2025-12-01,SKU-115,weekday_mean_8w,80,38.25,-18.5
2025-12-01,SKU-116,seasonal_naive,46,46.0,2.0
2025-12-01,SKU-116,weekday_mean_8w,46,29.0,-7.5
2025-12-01,SKU-117,seasonal_naive,43,27.0,-7.0
2025-12-01,SKU-117,weekday_mean_8w,43,24.75,2.5
2025-12-01,SKU-118,seasonal_naive,605,141.0,-29.0
2025-12-01,SKU-118,weekday_mean_8w,605,107.0,5.5
2025-12-01,SKU-119,seasonal_naive,252,106.0,-20.0
2025-12-01,SKU-119,weekday_mean_8w,252,64.5,-31.0
2025-12-01,SKU-120,seasonal_naive,19,23.0,-7.0
2025-12-01,SKU-120,weekday_mean_8w,19,16.25,-5.0
2025-12-01,SKU-121,seasonal_naive,106,54.0,10.0
2025-12-01,SKU-121,weekday_mean_8w,106,36.5,3.5
2025-12-01,SKU-122,seasonal_naive,213,81.0,-9.0
2025-12-01,SKU-122,weekday_mean_8w,213,62.0,-27.0
2025-12-01,SKU-123,seasonal_naive,130,66.0,6.0
2025-12-01,SKU-123,weekday_mean_8w,130,53.25,-15.5
2025-12-01,SKU-124,seasonal_naive,161,109.0,7.0
2025-12-01,SKU-124,weekday_mean_8w,161,84.75,-29.0
2025-12-01,SKU-125,seasonal_naive,130,62.0,26.0
2025-12-01,SKU-125,weekday_mean_8w,130,46.5,4.0
2025-12-01,SKU-126,seasonal_naive,55,45.0,-31.0
2025-12-01,SKU-126,weekday_mean_8w,55,36.75,-16.0
2025-12-01,SKU-127,seasonal_naive,141,67.0,-41.0
2025-12-01,SKU-127,weekday_mean_8w,141,58.5,-14.0
2025-12-01,SKU-128,seasonal_naive,54,64.0,22.0
2025-12-01,SKU-128,weekday_mean_8w,54,40.25,14.5
